data_venda;cliente;descricao;qtd;valor_venda
2022-02-14;Schneider-Schneider;Oriente;1;8065,27
2021-08-12;Erdman, Fay and Mertz;Beach Flash;2;1152,78
2021-08-26;Veum, Block and Hettinger;Casual Day;1;6367,73
2021-05-24;Rohan-Will;Casual Day;2;3118,47
2021-09-01;Rau-Franecki;Psyco Classic;1;3323,15
2022-02-24;Yost, Sauer and Huel;Marine Slim;1;3959,71
2021-05-20;Hilll-Schneider;Cammelina;2;2289,29
2021-12-06;Monahan-Bins;Klamath;1;4550,41
2021-10-13;Walter, Rau and Zemlak;Klamath Weed;2;5119,84
2021-11-17;Kub and Sons;Paeonia;1;5582,67
2022-02-14;Schneider-Schneider;Intense;1;8065,27
2021-06-13;Rosenbaum, Lueilwitz and Keebler;Canadense;2;1637,07
2021-10-13;Walter, Rau and Zemlak;Incomparaveis;3;5119,84
2021-12-05;Veum and Sons;Psyco Universe;1;1995,29
2021-12-04;Schuster LLC;Canadense;1;5202,09
2021-05-20;Hilll-Schneider;Casual Day;2;2289,29
2021-08-20;Kemmer-Tillman;Psyco Classic;2;5923,28
2022-02-23;Schmidt-Mayert;Marine Slim;1;8732,95
2021-11-29;Effertz, Mosciski and Kshlerin;Marine Slim;1;3020,2
2021-10-27;Bayer-Ritchie;Klamath;1;8135,41
2022-03-26;Pfannerstill Group;Klamath White;1;505,92
2021-12-08;Bode, Dickinson and Abbott;Klamath White;1;7006,28
2021-11-12;Brakus, Lowe and Runte;Lilium;1;8591,47
2022-01-06;Hegmann Inc;Blazer Poderoso Chefão;1;4491,4
2021-11-10;Sipes Group;Blazer Poderoso Chefão;1;9415,01
2021-10-25;Halvorson LLC;Caribe;1;7086,15
2021-11-28;Jast Group;Caribe;1;2164,08
2022-03-07;Herzog, Rodriguez and Waters;Canadense;1;4581,05
2021-07-04;Gerhold, Boyer and Emmerich;Oriente;2;3469,45
2021-11-17;Kub and Sons;Oriente;1;5582,67
2022-02-09;Gerhold-Cole;Oriente;1;3448,28
2021-11-20;McKenzie, Koss and Kilback;Oriente;1;616,4
2021-07-05;Thompson LLC;Porto Rico;2;6472,63
2021-08-14;Beatty, Lubowitz and Bailey;Casual Day;1;9006,38
2022-02-27;Hessel LLC;Casual Day;1;6013,72
2021-11-29;Effertz, Mosciski and Kshlerin;Psyco Universe;1;3020,2
2021-12-08;Bode, Dickinson and Abbott;Psyco Universe;1;7006,28
2022-02-27;Hessel LLC;Klamath Weed;1;6013,72
2021-10-17;Ruecker LLC;Havaiana;2;9033,61
2021-07-02;Schuppe, Lindgren and Johnston;Lilium;2;3466,63
2021-10-25;Halvorson LLC;Blazer Slim Fit;1;7086,15
2021-11-20;Gorczany-Cartwright;Blazer Slim Fit;1;1481,97
2021-05-20;Kshlerin, Fay and Batz;Roseta;2;2155,31
2021-11-08;Okuneva-Lynch;Blazer Poderoso Chefão;1;8068,9
2021-05-25;Boyle LLC;Intense;2;945
2021-09-02;Schuppe, Lindgren and Johnston;Folhagem;1;334,42
2021-11-30;Christiansen and Sons;Tropical;1;1619,94
2021-06-26;Greenfelder, Daniel and Keebler;Cigano;2;1509,67
2021-07-19;Hudson, Reichert and Aufderhar;Beach Flash;2;7524,42
2021-10-11;Berge-Vandervort;Incomparaveis;3;6038,84
2021-04-03;Von, Mayer and Fay;Blazer Slim Fit;2;3769,52
2021-11-25;Beier-Gibson;Incomparaveis;3;5694,83
2021-08-20;Kemmer-Tillman;Psyco Classic;1;5923,28
2021-10-29;Kunde-Armstrong;Marine Slim;1;8022,54
2021-11-20;Gorczany-Cartwright;Psyco Crew;1;1481,97
2021-04-28;Lubowitz-Roob;Cammelina;2;5047,9
2021-11-07;Koepp and Sons;Klamath;1;8967
2021-06-11;Runte-Carter;Klamath Weed;2;4283,05
2021-12-06;Monahan-Bins;Klamath White;1;4550,41
2021-10-11;Goyette-Gaylord;Havaiana;2;2700,62
2021-09-17;Kub and Sons;Havaiana;1;11454,49
2021-06-20;Mohr Group;Lilium;2;3994,22
2021-06-04;Gorczany-Yost;Canadense;2;5184,29
2022-02-24;Yost, Sauer and Huel;Canadense;1;3959,71
2021-08-19;Cronin-Rempel;Cigano;1;3902,22
2021-09-17;Kub and Sons;Porto Rico;1;11454,49
2022-02-07;Roob, Kerluke and Kozey;Oriente;1;2928,19
2021-11-16;Legros-Runte;Oriente;1;4416,75
2021-07-17;Brown Group;Beach Flash;2;6462,88
2021-12-14;Parisian-Kozey;Incomparaveis;6;1235,42
2022-02-08;Christiansen-Barton;Intense;1;2863,53
2022-02-14;Schneider-Schneider;Marine Slim;1;8065,27
2021-12-08;Bode, Dickinson and Abbott;Cammelina;1;7006,28
2022-02-17;Hills Inc;Klamath Weed;1;274,54
2021-11-12;Brakus, Lowe and Runte;Paeonia;1;8591,47
2021-05-14;Kutch, Jerde and Roberts;Roseta;2;398,88
2021-11-07;Koepp and Sons;Blazer Poderoso Chefão;1;8967
2022-02-14;Schneider-Schneider;Intense;1;8065,27
2021-06-29;Pollich Group;Porto Rico;2;6620,25
2021-10-29;Kunde-Armstrong;Porto Rico;1;8022,54
2021-11-12;Brakus, Lowe and Runte;Oriente;1;8591,47
2021-11-20;Gorczany-Cartwright;Beach Flash;1;1481,97
2021-04-16;Dicki, Ritchie and Roberts;Caribe;2;4180,43
2021-11-25;Beier-Gibson;Caribe;1;5694,83
2021-11-25;Beier-Gibson;Beach Flash;1;5694,83
2021-08-01;Sauer Inc;Casual Day;1;6844,75
2022-02-10;Ratke, Bosco and Bogisich;Casual Day;1;4045,85
2021-04-27;Barrows, Fisher and Emmerich;Casual Day;2;1673,7
2021-11-26;Batz Inc;Psyco Universe;1;7447,57
2021-11-30;Kuhlman and Sons;Psyco Universe;1;10073,83
2021-11-23;Friesen Inc;Psyco Classic;1;9234,79
2021-07-21;Doyle Inc;Psyco Classic;2;7789,61
2021-08-15;Hoppe LLC;Psyco Classic;1;9587,77
2022-02-12;Stoltenberg, West and Jacobi;Marine Slim;1;1825,48
2021-11-22;Erdman, Frami and Schiller;Marine Slim;1;3755,9
2021-10-28;Conn LLC;Marine Slim;1;1536,55
2022-01-13;Schroeder LLC;Psyco Crew;1;3362,45
2021-06-07;Boyle LLC;Psyco Crew;2;3447,16
2022-03-03;Greenholt Group;Cammelina;1;6770,98
2021-04-23;Koss-Rowe;Cammelina;2;5387,33
2021-12-07;Stehr-Collins;Cammelina;1;1028,79
2021-12-11;Heller, Larson and Cruickshank;Klamath;1;7760,77
2021-11-06;Bechtelar-Hane;Klamath;1;5944,45
2021-12-03;Roob, Kerluke and Kozey;Klamath;1;4755,67
2021-10-21;Cronin and Sons;Klamath;1;553,7
2021-10-05;Altenwerth, Oberbrunner and Pouros;Klamath Weed;2;1991,85
2021-06-03;Dare-Littel;Klamath Weed;2;1293,54
2022-02-15;Walker-Pfannerstill;Klamath Weed;1;5873,53
2021-09-08;Muller LLC;Klamath White;1;7192,72
2021-12-02;Koch, Jast and Rosenbaum;Klamath White;1;8918,34
2021-09-29;Auer and Sons;Havaiana;2;4849,3
2021-12-17;Thompson LLC;Havaiana;1;4572,2
2022-02-15;Kautzer, Jakubowski and Krajcik;Havaiana;1;2197,94
2021-09-09;Daniel Inc;Havaiana;1;4064,36
2021-10-06;King, Abshire and Senger;Lilium;1;8467,99
2021-06-03;Labadie and Sons;Lilium;2;2654,02
2021-10-28;Murray-Hahn;Lilium;1;9109,47
2021-10-20;Quigley Group;Blazer Slim Fit;1;8916,44
2021-12-03;Koss-Rowe;Blazer Slim Fit;1;8608,77
2021-03-28;Stehr-Ledner;Blazer Slim Fit;2;3500,28
2021-11-14;Kulas, Gleichner and VonRueden;Blazer Slim Fit;1;9040,89
2021-11-11;McGlynn, Ward and Hammes;Paeonia;1;5836,43
2021-11-11;Hamill-Gottlieb;Paeonia;1;938,58
2021-05-05;Stehr-Collins;Paeonia;2;4954,1
2021-12-29;Bashirian LLC;Roseta;1;6878,47
2021-05-14;Yost and Sons;Roseta;2;2560,57
2021-12-24;Rippin, Wehner and Armstrong;Blazer Poderoso Chefão;1;6668,05
2021-12-17;Prosacco-Hartmann;Blazer Poderoso Chefão;1;1169,04
2021-11-06;Botsford-Tillman;Blazer Poderoso Chefão;1;9064,39
2021-11-08;Lakin and Sons;Blazer Poderoso Chefão;1;7893,99
2022-02-06;King, Abshire and Senger;Intense;1;6349,01
2022-02-13;Ziemann and Sons;Intense;1;3320,44
2021-05-15;Heaney LLC;Intense;2;4914,04
2021-08-11;Kemmer-Tillman;Folhagem;1;11998,76
2021-04-05;Turner-Crist;Caribe;2;5942,34
2021-11-06;Bechtelar-Hane;Caribe;1;5944,45
2021-10-20;Streich-Berge;Caribe;1;1277,02
2021-11-24;Ondricka-Homenick;Caribe;1;7803,35
2021-11-21;Schulist and Sons;Tropical;1;7613,07
2021-11-22;Volkman, Schmitt and Strosin;Tropical;1;5309,2
2021-11-25;Roberts-Gorczany;Canadense;1;2260,76
2021-05-25;Gulgowski, Weissnat and Senger;Canadense;2;3454,23
2021-12-11;Heller, Larson and Cruickshank;Canadense;1;7760,77
2021-08-05;Glover LLC;Cigano;1;10781,97
2021-12-07;Collier and Sons;Cigano;1;10647,36
2021-09-08;Muller LLC;Porto Rico;1;7192,72
2021-06-24;Powlowski, Skiles and Bartell;Porto Rico;2;5721,9
2021-12-17;Kuphal Group;Porto Rico;1;4000,93
2021-10-28;Trantow Inc;Porto Rico;1;5585,02
2021-06-14;Lueilwitz LLC;Oriente;2;2110,15
2021-11-11;McGlynn, Ward and Hammes;Oriente;1;5836,43
2022-02-04;Legros-Runte;Oriente;1;4139,37
2021-11-05;Turner-Crist;Oriente;1;1930,06
2021-12-13;Hilpert-Erdman;Beach Flash;1;6629,95
2021-11-19;Yost and Sons;Beach Flash;1;7146,63
2021-07-13;Ernser Group;Beach Flash;2;9144,19
2021-11-24;Smitham LLC;Beach Flash;1;7262,64
2021-11-21;Grimes, Gerlach and Labadie;Incomparaveis;3;6074,12
2021-12-13;Stark LLC;Incomparaveis;6;6373
2021-11-24;Ondricka-Homenick;Incomparaveis;3;7803,35
2021-10-05;Parisian LLC;Incomparaveis;3;9559,6
2021-07-31;Jacobson, Cummings and Wilderman;Casual Day;1;3757,35
2021-04-24;Rippin and Sons;Casual Day;2;2338,56
2021-11-25;Romaguera Group;Psyco Universe;1;765,01
2021-08-23;Casper, Pfeffer and Ferry;Psyco Universe;2;2283,03
2021-11-08;Lakin and Sons;Psyco Universe;1;7893,99
2021-11-28;Rutherford-Turner;Psyco Universe;1;388,92
2021-11-22;Volkman, Schmitt and Strosin;Psyco Classic;1;5309,2
2021-07-15;Bednar LLC;Psyco Classic;2;6502,61
2022-02-03;Stokes and Sons;Marine Slim;1;4804,86
2021-11-17;Haley Group;Marine Slim;1;7011,05
2021-10-25;Bednar LLC;Marine Slim;1;1726,51
2022-01-01;Hirthe, Harber and Johnston;Psyco Crew;1;6426,4
2021-06-05;Keebler-Bernier;Psyco Crew;2;3523,11
2021-11-14;Blick Group;Psyco Crew;1;8346,36
2022-03-03;Hane LLC;Cammelina;1;123,87
2021-04-21;Goyette Group;Cammelina;2;4067,37
2021-12-11;Jast Group;Klamath;1;1323,95
2021-11-04;Klein, Nikolaus and Lebsack;Klamath;1;8201,92
2021-12-01;McLaughlin-Jacobs;Klamath;1;7398,11
2021-10-13;Roob-Spencer;Klamath;1;6642,58
2021-09-29;Auer and Sons;Klamath Weed;2;4849,3
2021-05-21;McDermott LLC;Klamath Weed;2;3497,16
2021-11-30;Kuhlman and Sons;Klamath White;1;10073,83
2021-09-19;Ruecker LLC;Havaiana;2;5098,42
2021-11-29;Russel-Thiel;Havaiana;1;4334,14
2022-02-07;Mraz-Funk;Havaiana;1;4713,32
2021-09-04;Kihn, Mraz and Gleichner;Havaiana;1;1386,08
2021-12-23;Jast-Kreiger;Lilium;1;5519,78
2021-09-29;Sipes Group;Lilium;1;8911,56
2021-06-03;Kuhic-Braun;Lilium;2;4485,13
2021-10-26;Kertzmann Inc;Lilium;1;4526,66
2021-10-17;Strosin Inc;Blazer Slim Fit;1;1345,99
2021-12-02;Koch, Jast and Rosenbaum;Blazer Slim Fit;1;8918,34
2021-02-17;King-Simonis;Blazer Slim Fit;2;1719,38
2021-11-03;Lubowitz-Roob;Blazer Slim Fit;1;5156,08
2021-04-27;Abshire, Adams and Wiza;Paeonia;2;4417,52
2021-12-26;Lehner and Sons;Roseta;1;2872,27
2021-05-12;Veum-Dickinson;Roseta;2;937,54
2021-12-22;Batz, Dietrich and Homenick;Blazer Poderoso Chefão;1;7433,91
2021-12-16;Schulist and Sons;Blazer Poderoso Chefão;1;10029,2
2021-11-06;Heidenreich Inc;Blazer Poderoso Chefão;1;1851,81
2021-11-08;Parisian-Kozey;Blazer Poderoso Chefão;1;3951,77
2022-02-04;Legros-Runte;Intense;1;4139,37
2022-02-12;Welch LLC;Intense;1;2696,39
2021-05-13;Erdman, Fay and Mertz;Intense;2;2707,23
2022-03-25;Fritsch-Monahan;Folhagem;2;4901,44
2021-08-10;Turner-Crist;Folhagem;1;9407,3
2021-04-02;Dibbert-Weber;Caribe;2;3550,43
2021-11-03;Lubowitz-Roob;Caribe;1;5156,08
2021-10-20;MacGyver-Jast;Caribe;1;2913,94
2021-11-23;Robel, Gusikowski and Kirlin;Caribe;1;7495,44
2021-11-25;Nienow and Sons;Canadense;1;5553,9
2021-05-21;Blick-Dietrich;Canadense;2;1697,06
2022-02-08;Schmeler, Blick and Tromp;Canadense;1;5617,13
2021-12-11;Weissnat, Bernhard and Carroll;Canadense;1;1175,13
2021-06-13;Leuschke, Rau and Rice;Cigano;2;6168,58
2021-07-30;Abshire, Adams and Wiza;Cigano;1;8762,5
2021-12-04;Jast-Kreiger;Cigano;1;6154,79
2021-09-06;Jacobi, West and Ortiz;Porto Rico;1;3669,35
2021-06-21;Sawayn Group;Porto Rico;2;4034,28
2021-12-17;Jast-Lebsack;Porto Rico;1;3622,42
2021-06-13;Leuschke, Rau and Rice;Oriente;2;6168,58
2021-11-06;Botsford-Tillman;Oriente;1;9064,39
2022-02-03;Hackett Group;Oriente;1;3257
2021-11-04;Rempel LLC;Oriente;1;8701,02
2021-12-11;Jast Group;Beach Flash;1;1323,95
2021-07-13;Christiansen and Sons;Beach Flash;2;6633,14
2021-11-23;Erdman, Fay and Mertz;Beach Flash;1;395,65
2021-11-19;MacGyver Group;Incomparaveis;3;8745,92
2021-12-11;Weissnat, Bernhard and Carroll;Incomparaveis;6;1175,13
2021-11-22;Volkman, Schmitt and Strosin;Incomparaveis;3;5309,2
2021-09-29;Sipes Group;Incomparaveis;3;8911,56
2021-07-25;Hermann, Murazik and Miller;Casual Day;1;9955,88
2021-04-12;Stracke Inc;Casual Day;2;6435,12
2021-11-22;Erdman, Frami and Schiller;Psyco Universe;1;3755,9
2021-11-04;Klein, Nikolaus and Lebsack;Psyco Universe;1;8201,92
2021-11-26;Rempel LLC;Psyco Universe;1;5494,68
2021-11-22;Schmeler LLC;Psyco Classic;1;3919,26
2021-07-13;Christiansen and Sons;Psyco Classic;2;6633,14
2021-08-06;Parisian LLC;Psyco Classic;1;3253,56
2022-01-31;Gislason Inc;Marine Slim;1;5475,06
2021-11-15;Hauck, Johnson and Hamill;Marine Slim;1;1556,21
2021-10-24;Glover LLC;Marine Slim;1;5201,51
2021-12-30;Jakubowski Inc;Psyco Crew;1;4497,53
2021-06-01;Hettinger, Johns and Schuppe;Psyco Crew;2;3839,16
2021-11-13;Shanahan, Kuphal and Mayert;Psyco Crew;1;8208,7
2022-02-28;Kshlerin, Wehner and Hauck;Cammelina;1;789,97
2021-04-14;Kutch, Jerde and Roberts;Cammelina;2;5385,65
2021-12-03;Kertzmann Inc;Cammelina;1;1618,4
2021-12-09;Bernhard, Becker and Mills;Klamath;1;5172,02
2021-10-28;Trantow Inc;Klamath;1;5585,02
2021-10-12;Bailey Inc;Klamath;1;7097,5
2021-05-17;Klocko-Schuster;Klamath Weed;2;2796,05
2022-02-13;Ritchie and Sons;Klamath Weed;1;3644,82
2022-02-25;Stokes and Sons;Klamath White;1;3289,43
2021-09-02;Mann-Howe;Klamath White;1;6749,21
2021-11-24;Smitham LLC;Klamath White;1;7262,64
2021-11-24;Smitham LLC;Havaiana;1;7262,64
2022-02-06;King, Abshire and Senger;Havaiana;1;6349,01
2021-09-01;Zboncak-Jacobi;Havaiana;1;8842,53
2021-12-19;Mann-Corwin;Lilium;1;3062,54
2021-09-29;Auer and Sons;Lilium;1;4849,3
2021-10-20;Quigley Group;Lilium;1;8916,44
2021-10-06;King, Abshire and Senger;Blazer Slim Fit;1;8467,99
2021-11-24;Smitham LLC;Blazer Slim Fit;1;3553,27
2023-10-20;DuBuque-Cormier;Blazer Slim Fit;1;7613,28
2021-11-01;Glover Group;Blazer Slim Fit;1;8506,65
2021-11-09;Blanda-Feest;Paeonia;1;4708,31
2021-11-09;Ferry Inc;Paeonia;1;5697,36
2021-12-25;Collins, Tromp and Schoen;Roseta;1;2977,11
2021-05-10;Collins-Heathcote;Roseta;2;1904,25
2021-12-20;Reinger, Rogahn and Botsford;Blazer Poderoso Chefão;1;3880,35
2021-12-13;Hilpert-Erdman;Blazer Poderoso Chefão;1;6629,95
2021-11-06;Russel, Reynolds and Littel;Blazer Poderoso Chefão;1;1275,62
2021-11-06;Botsford-Tillman;Blazer Poderoso Chefão;1;9064,39
2022-02-09;Gorczany-Yost;Intense;1;5828,51
2021-05-11;Pacocha and Sons;Intense;2;965,89
2022-03-24;Thiel Group;Folhagem;2;392,7
2021-08-08;Schroeder LLC;Folhagem;1;2955,11
2021-03-26;Hilll-Schneider;Caribe;2;5166,57
2021-11-02;Rippin and Sons;Caribe;1;6024,24
2021-10-19;Cummings Group;Caribe;1;9317,36
2021-11-21;Grimes, Gerlach and Labadie;Caribe;1;6074,12
2021-11-19;MacGyver Group;Tropical;1;8745,92
2021-11-16;Hackett Group;Tropical;1;5944,58
2021-11-24;Smitham LLC;Canadense;1;3553,27
2022-02-04;Klocko-Schuster;Canadense;1;5589,93
2021-12-11;Parisian LLC;Canadense;1;8411,84
2021-08-18;Blick, Wisoky and Wisoky;Cigano;1;1714,73
2021-06-11;Beahan, Doyle and Feeney;Cigano;2;3053,15
2021-07-28;Wisozk-Schulist;Cigano;1;4256,14
2021-12-03;Koss-Rowe;Cigano;1;8608,77
2021-09-01;Zboncak-Jacobi;Porto Rico;1;8842,53
2021-06-13;Leuschke, Rau and Rice;Porto Rico;2;6168,58
2021-12-17;Thompson LLC;Porto Rico;1;4572,2
2021-10-19;Cummings Group;Porto Rico;1;9317,36
2021-06-06;Ryan LLC;Oriente;2;4129,1
2021-11-03;Bechtelar Group;Oriente;1;3916,09
2022-01-18;Oberbrunner Group;Oriente;1;6855,51
2021-10-29;Moore, Jacobs and Heaney;Oriente;1;8970,35
2021-12-06;Deckow, Abshire and Bode;Beach Flash;1;4389,35
2021-11-13;Shanahan, Kuphal and Mayert;Beach Flash;1;8208,7
2021-11-22;Volkman, Schmitt and Strosin;Beach Flash;1;5309,2
2021-11-16;Hackett Group;Incomparaveis;3;5944,58
2021-12-09;Greenfelder LLC;Incomparaveis;6;6905,55
2021-11-18;Kovacek-Turner;Incomparaveis;3;8488,81
2021-09-28;Schamberger, Rosenbaum and Ferry;Incomparaveis;3;3551
2021-07-21;Doyle Inc;Casual Day;1;7789,61
2022-01-31;Kutch, Jerde and Roberts;Casual Day;1;3731,05
2021-04-10;Langworth-Lehner;Casual Day;2;3713,92
2021-11-20;Heaney-Rempel;Psyco Universe;1;8708,58
2021-08-20;Lesch and Sons;Psyco Universe;2;9221,67
2021-11-23;Robel, Gusikowski and Kirlin;Psyco Universe;1;7495,44
2021-11-19;MacGyver Group;Psyco Classic;1;8745,92
2021-07-10;Crooks and Sons;Psyco Classic;2;11620,23
2021-08-05;Glover LLC;Psyco Classic;1;10781,97
2022-01-18;Oberbrunner Group;Marine Slim;1;6855,51
2021-11-09;Blanda-Feest;Marine Slim;1;4708,31
2021-10-22;Bechtelar-Hane;Marine Slim;1;6439,1
2021-12-17;VonRueden and Sons;Psyco Crew;1;3943,3
2021-05-26;Heathcote-Hahn;Psyco Crew;2;3063,6
2021-03-30;Effertz, Mosciski and Kshlerin;Cammelina;2;5912,35
2021-12-01;McLaughlin-Jacobs;Cammelina;1;7398,11
2021-10-26;Bayer-Ritchie;Klamath;1;1699,39
2021-11-22;Erdman, Frami and Schiller;Klamath;1;3755,9
2021-10-06;Dicki, Ritchie and Roberts;Klamath;1;2497,8
2021-09-25;Ondricka-Homenick;Klamath Weed;2;2586,86
2021-05-14;Emard Group;Klamath Weed;2;2467,83
2022-02-12;Welch LLC;Klamath Weed;1;2696,39
2022-02-18;Hills Inc;Klamath White;1;770,34
2021-08-26;Ritchie and Sons;Klamath White;1;2509,64
2021-11-22;Erdman, Frami and Schiller;Klamath White;1;3755,9
2021-09-18;Botsford Inc;Havaiana;2;5988,41
2021-11-22;Schmeler LLC;Havaiana;1;3919,26
2022-02-05;Jones and Sons;Havaiana;1;1057,77
2021-12-14;Johns Inc;Lilium;1;4082,51
2021-09-24;Dickens Inc;Lilium;1;8858,94
2021-05-29;Hansen, Ebert and Gusikowski;Lilium;2;3427,43
2021-10-04;Thiel Group;Blazer Slim Fit;1;5544,01
2023-10-17;Kemmer, Davis and Kuhn;Blazer Slim Fit;1;4396,17
2021-10-31;Kunde, Walker and Kohler;Blazer Slim Fit;1;8752,88
2021-11-09;Hettinger, Metz and Schiller;Paeonia;1;2466,74
2021-11-06;Botsford-Tillman;Paeonia;1;9064,39
2021-04-15;Halvorson LLC;Paeonia;2;4453
2021-12-13;Stark LLC;Roseta;1;6373
2021-05-06;Greenfelder, Daniel and Keebler;Roseta;2;1318,67
2021-12-18;Pfannerstill Inc;Blazer Poderoso Chefão;1;4306,21
2021-11-02;Rippin and Sons;Blazer Poderoso Chefão;1;6024,24
2021-11-06;Bechtelar-Hane;Blazer Poderoso Chefão;1;5944,45
2022-01-31;Gislason Inc;Intense;1;5475,06
2021-05-09;Mills and Sons;Intense;2;3343,85
2022-03-20;Okuneva and Sons;Folhagem;2;4903,1
2021-08-02;Marks-Ondricka;Folhagem;1;1548,91
2021-03-24;Torphy, Graham and Russel;Caribe;2;4090,72
2021-11-01;Rempel LLC;Caribe;1;3180,55
2021-10-09;Aufderhar-Murazik;Caribe;1;10271,29
2021-11-19;Hintz LLC;Caribe;1;1892,49
2021-11-18;Gulgowski, Gleichner and Stiedemann;Tropical;1;1166,21
2021-11-23;Robel, Gusikowski and Kirlin;Canadense;1;7495,44
2021-05-09;Mills and Sons;Canadense;2;3343,85
2021-12-09;Bernhard, Becker and Mills;Canadense;1;5172,02
2021-08-17;Tremblay, Boyle and Torphy;Cigano;1;4884,56
2021-06-06;Hessel, Greenfelder and Macejkovic;Cigano;2;2440,1
2021-07-28;Schiller, Torphy and Heidenreich;Cigano;1;2832,73
2021-12-03;Roob, Kerluke and Kozey;Cigano;1;4755,67
2021-12-14;Leffler-Towne;Porto Rico;1;172,86
2021-06-05;Prosacco-Hartmann;Oriente;2;4257,54
2021-10-31;Kemmer-Tillman;Oriente;1;9852,76
2022-01-12;Strosin Inc;Oriente;1;812,79
2021-10-28;Trantow Inc;Oriente;1;5585,02
2021-12-05;Rath LLC;Beach Flash;1;660,85
2021-07-09;Maggio-Nikolaus;Beach Flash;2;9867,01
2021-11-17;Haley Group;Beach Flash;1;7011,05
2021-12-06;Deckow, Abshire and Bode;Incomparaveis;6;4389,35
2021-11-15;Keeling, Wolff and Wehner;Incomparaveis;3;8571,8
2021-09-27;Buckridge and Sons;Incomparaveis;3;986,66
2022-01-13;Schroeder LLC;Casual Day;1;3362,45
2021-04-09;Hirthe and Sons;Casual Day;2;4591,84
2021-11-18;Kovacek-Turner;Psyco Universe;1;8488,81
2021-08-16;O'Keefe Inc;Psyco Universe;2;7103,79
2021-10-31;Kunde, Walker and Kohler;Psyco Universe;1;8752,88
2021-11-22;Zieme Inc;Psyco Universe;1;5588,15
2021-11-15;Senger-Kiehn;Psyco Classic;1;6992,47
2021-07-08;Klocko-Marquardt;Psyco Classic;2;3556,16
2021-08-02;Keebler Inc;Psyco Classic;1;8655,77
2022-01-17;Bayer, Carroll and McKenzie;Marine Slim;1;520,92
2021-11-04;Rempel LLC;Marine Slim;1;8701,02
2021-10-19;Cummings Group;Marine Slim;1;9317,36
2021-12-12;Bednar LLC;Psyco Crew;1;8816,49
2021-05-24;Lemke and Sons;Psyco Crew;2;4055,47
2021-11-03;Bauch-Kunze;Psyco Crew;1;340,89
2022-02-18;Rippin, Wehner and Armstrong;Cammelina;1;3502,18
2021-03-22;Mills and Sons;Cammelina;2;2275,27
2021-11-29;Russel-Thiel;Cammelina;1;4334,14
2021-12-03;Kertzmann Inc;Klamath;1;1618,4
2021-10-25;Bednar LLC;Klamath;1;1726,51
2021-11-20;Heaney-Rempel;Klamath;1;8708,58
2021-10-04;Thiel Group;Klamath;1;5544,01
2021-09-24;Collier and Sons;Klamath Weed;2;2938,87
2021-05-12;Osinski and Sons;Klamath Weed;2;1120,02
2022-02-11;Zemlak and Sons;Klamath Weed;1;879,16
2021-08-16;O'Keefe Inc;Klamath White;1;7103,79
2021-11-19;Hintz LLC;Klamath White;1;1892,49
2021-11-18;Kuhic-Braun;Havaiana;1;839,68
2022-02-04;Klocko-Schuster;Havaiana;1;5589,93
2021-08-28;Huel-Ratke;Havaiana;1;7165,6
2021-12-13;Stark LLC;Lilium;1;6373
2021-09-07;Moore, Cassin and Bartell;Lilium;1;1933,91
2021-05-28;Roberts-Donnelly;Lilium;2;4318,6
2021-10-19;Cummings Group;Lilium;1;9317,36
2021-10-03;Gorczany-Yost;Blazer Slim Fit;1;671,82
2021-11-19;MacGyver Group;Blazer Slim Fit;1;8745,92
2021-10-28;Murray-Hahn;Blazer Slim Fit;1;9109,47
2021-11-06;Bechtelar-Hane;Paeonia;1;5944,45
2021-04-08;Hoppe LLC;Paeonia;2;3856,42
2021-11-27;Murazik-Wilderman;Roseta;1;5187,43
2021-05-05;Lind, Ebert and Skiles;Roseta;2;3144,03
2021-12-02;Balistreri, Rolfson and Rice;Blazer Poderoso Chefão;1;1956,86
2021-11-01;Glover Group;Blazer Poderoso Chefão;1;8506,65
2021-11-03;Lubowitz-Roob;Blazer Poderoso Chefão;1;5156,08
2022-01-18;Oberbrunner Group;Intense;1;6855,51
2022-02-07;Mraz-Funk;Intense;1;4713,32
2021-05-06;Keebler-Bernier;Intense;2;5049,02
2022-03-18;Crooks LLC;Folhagem;2;2476,15
2021-08-01;Sauer Inc;Folhagem;1;6844,75
2021-03-22;Bauch Inc;Caribe;2;4862,25
2021-11-01;Glover Group;Caribe;1;8506,65
2021-11-16;Hackett Group;Caribe;1;5944,58
2021-11-09;Ferry Inc;Tropical;1;5697,36
2021-11-22;Fahey, Crooks and Marvin;Canadense;1;519,55
2021-05-08;Ziemann and Sons;Canadense;2;3215,24
2022-02-02;Brakus, Lowe and Runte;Canadense;1;1267,01
2021-08-10;Turner-Crist;Cigano;1;9407,3
2021-07-23;Gulgowski, Klocko and Mann;Cigano;1;4058,81
2021-12-02;Koch, Jast and Rosenbaum;Cigano;1;8918,34
2021-08-15;Hoppe LLC;Porto Rico;1;9587,77
2021-05-28;Bayer, Altenwerth and Reynolds;Porto Rico;2;3755,27
2021-12-13;Hilpert-Erdman;Porto Rico;1;6629,95
2021-10-12;Grimes LLC;Porto Rico;1;9200,83
2021-06-02;Monahan-Wilderman;Oriente;2;2506,54
2021-10-27;Morar-Brakus;Oriente;1;1577,73
2022-01-09;Roberts-Gorczany;Oriente;1;7338,64
2021-12-02;Tillman LLC;Beach Flash;1;8919,1
2021-11-03;Lubowitz-Roob;Beach Flash;1;5156,08
